rT ~ exp(mu) * (T - Tb)^aa * (Tc - T)^bb,,,,,,,,,,
,,,,,,,,,,
REF,ORDER,FAMILY,GENUS,SPECIES,STAGE,mu,Tb,aa,Tc,bb,contributor
