rT ~ cc * (1 - exp(-k1 * (T - T1))) * (1 - exp(k2 * (T - T2))),,,,,,,,,,,
,,,,,,,,,,,
REF,ORDER,FAMILY,GENUS,SPECIES,STAGE,cc,k1,k2,T1,T2,contributor
