rT ~ aa * (bb - T / 10) * (T / 10)^cc,,,,,,,,,
,,,,,,,,,
REF,ORDER,FAMILY,GENUS,SPECIES,STAGE,aa,bb,cc,contributor,DOI,journal,year,TminExpe,TmaxExpe,numT,numIndEgg,lightDark,rh,country,coorX,coorY,comments
Damos and Savopoulou 2008,Lepidoptera,Gelechiidae,Anarsia,lineatella,all,0.0003,3.8297,4.876,FR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
